date,store_id,item_id,sales,promotion,holiday
2023-04-02,1,C,65,0,0
2023-04-03,1,C,49,0,0
2023-04-04,1,C,40,0,0
2023-04-05,1,C,41,0,0
2023-04-06,1,C,45,0,0
2023-04-07,1,C,44,0,0
2023-04-08,1,C,60,0,0
2023-04-09,1,C,64,0,0
2023-04-10,1,C,41,0,0
2023-04-11,1,C,45,0,0
2023-04-12,1,C,62,1,0
2023-04-13,1,C,45,0,0
2023-04-14,1,C,60,1,0
2023-04-15,1,C,55,0,0
2023-04-16,1,C,60,0,0
2023-04-17,1,C,60,1,0
2023-04-18,1,C,49,0,0
2023-04-19,1,C,74,1,0
2023-04-20,1,C,49,0,0
2023-04-21,1,C,50,0,0
2023-04-22,1,C,87,1,0
2023-04-23,1,C,90,1,0
2023-04-24,1,C,50,0,0
2023-04-25,1,C,68,1,0
2023-04-26,1,C,27,0,0
2023-04-27,1,C,50,0,0
2023-04-28,1,C,47,0,0
2023-04-29,1,C,56,0,0
2023-04-30,1,C,56,0,0
2023-05-01,1,C,44,0,0
2023-05-02,1,C,50,0,0
2023-05-03,1,C,48,0,0
2023-05-04,1,C,39,0,0
2023-05-05,1,C,52,0,0
2023-05-06,1,C,66,0,0
2023-05-07,1,C,53,0,0
2023-05-08,1,C,46,0,0
2023-05-09,1,C,45,0,0
2023-05-10,1,C,51,0,0
2023-05-11,1,C,40,0,0
2023-05-12,1,C,48,0,0
2023-05-13,1,C,61,0,0
2023-05-14,1,C,62,0,0
2023-05-15,1,C,47,0,0
2023-05-16,1,C,39,0,0
2023-05-17,1,C,49,0,0
2023-05-18,1,C,72,1,0
2023-05-19,1,C,46,0,0
2023-05-20,1,C,59,0,0
2023-05-21,1,C,67,0,0
2023-05-22,1,C,53,0,0
2023-05-23,1,C,65,1,0
2023-05-24,1,C,47,0,0
2023-05-25,1,C,31,0,0
2023-05-26,1,C,64,1,0
2023-05-27,1,C,56,0,0
2023-05-28,1,C,89,1,0
2023-05-29,1,C,66,1,0
2023-05-30,1,C,63,1,0
2023-05-31,1,C,40,0,0
2023-06-01,1,C,40,0,0
2023-06-02,1,C,62,1,0
2023-06-03,1,C,79,1,0
2023-06-04,1,C,60,0,0
2023-06-05,1,C,44,0,0
2023-06-06,1,C,35,0,0
2023-06-07,1,C,49,0,0
2023-06-08,1,C,44,0,0
2023-06-09,1,C,44,0,0
2023-06-10,1,C,65,0,0
2023-06-11,1,C,57,0,0
2023-06-12,1,C,47,0,0
2023-06-13,1,C,45,0,0
2023-06-14,1,C,43,0,0
2023-06-15,1,C,40,0,0
2023-06-16,1,C,64,1,0
2023-06-17,1,C,58,0,0
2023-06-18,1,C,64,0,0
2023-06-19,1,C,34,0,0
2023-06-20,1,C,39,0,0
2023-06-21,1,C,71,1,0
2023-06-22,1,C,48,0,0
2023-06-23,1,C,41,0,0
2023-06-24,1,C,59,0,0
2023-06-25,1,C,65,0,0
2023-06-26,1,C,44,0,0
2023-06-27,1,C,47,0,0
2023-06-28,1,C,69,1,0
2023-06-29,1,C,53,0,0
2023-06-30,1,C,77,1,0
2023-07-01,1,C,61,0,0
2023-07-02,1,C,61,0,0
2023-07-03,1,C,42,0,0
2023-07-04,1,C,46,0,0
2023-07-05,1,C,49,0,0
2023-07-06,1,C,41,0,0
2023-07-07,1,C,46,0,0
2023-07-08,1,C,66,0,0
2023-07-09,1,C,57,0,0
2023-07-10,1,C,42,0,0
2023-07-11,1,C,45,0,0
2023-07-12,1,C,52,0,0
2023-07-13,1,C,42,0,0
2023-07-14,1,C,40,0,0
2023-07-15,1,C,93,1,0
2023-07-16,1,C,70,0,0
2023-07-17,1,C,37,0,0
2023-07-18,1,C,50,0,0
2023-07-19,1,C,45,0,0
2023-07-20,1,C,44,0,0
2023-07-21,1,C,47,0,0
2023-07-22,1,C,57,0,0
2023-07-23,1,C,65,0,0
2023-07-24,1,C,65,1,0
2023-07-25,1,C,75,1,0
2023-07-26,1,C,48,0,0
2023-07-27,1,C,43,0,0
2023-07-28,1,C,72,1,0
2023-07-29,1,C,57,0,0
2023-07-30,1,C,58,0,0
2023-07-31,1,C,49,0,0
2023-08-01,1,C,64,1,0
2023-08-02,1,C,65,1,0
2023-08-03,1,C,48,0,0
2023-08-04,1,C,50,0,0
2023-08-05,1,C,61,0,0
2023-08-06,1,C,61,0,0
2023-08-07,1,C,44,0,0
2023-08-08,1,C,78,1,0
2023-08-09,1,C,49,0,0
2023-08-10,1,C,41,0,0
2023-08-11,1,C,51,0,0
2023-08-12,1,C,95,1,0
2023-08-13,1,C,59,0,0
2023-08-14,1,C,43,0,0
2023-08-15,1,C,49,0,0
2023-08-16,1,C,65,1,0
2023-08-17,1,C,46,0,0
2023-08-18,1,C,67,1,0
2023-08-19,1,C,58,0,0
2023-08-20,1,C,60,0,0
2023-08-21,1,C,49,0,0
2023-08-22,1,C,48,0,0
2023-08-23,1,C,75,1,0
2023-08-24,1,C,49,0,0
2023-08-25,1,C,39,0,0
2023-08-26,1,C,54,0,0
2023-08-27,1,C,60,0,0
2023-08-28,1,C,66,1,0
2023-08-29,1,C,47,0,0
2023-08-30,1,C,46,0,0
2023-08-31,1,C,73,1,0
2023-09-01,1,C,67,1,0
2023-09-02,1,C,97,1,0
2023-09-03,1,C,95,1,0
2023-09-04,1,C,57,0,0
2023-09-05,1,C,52,0,0
2023-09-06,1,C,40,0,0
2023-09-07,1,C,46,0,0
2023-09-08,1,C,39,0,0
2023-09-09,1,C,95,1,0
2023-09-10,1,C,65,0,0
2023-09-11,1,C,43,0,0
2023-09-12,1,C,41,0,0
2023-09-13,1,C,65,1,0
2023-09-14,1,C,54,0,0
2023-09-15,1,C,48,0,0
2023-09-16,1,C,66,0,0
2023-09-17,1,C,58,0,0
2023-09-18,1,C,43,0,0
2023-09-19,1,C,44,0,0
2023-09-20,1,C,45,0,0
2023-09-21,1,C,72,1,0
2023-09-22,1,C,45,0,0
2023-09-23,1,C,95,1,0
2023-09-24,1,C,60,0,0
2023-09-25,1,C,43,0,0
2023-09-26,1,C,47,0,0
2023-09-27,1,C,51,0,0
2023-09-28,1,C,44,0,0
2023-09-29,1,C,50,0,0
2023-09-30,1,C,61,0,0
2023-10-01,1,C,85,1,0
2023-10-02,1,C,52,0,0
2023-10-03,1,C,47,0,0
2023-10-04,1,C,52,0,0
2023-10-05,1,C,49,0,0
2023-10-06,1,C,41,0,0
2023-10-07,1,C,50,0,0
2023-10-08,1,C,56,0,0
2023-10-09,1,C,35,0,0
2023-10-10,1,C,50,0,0
2023-10-11,1,C,49,0,0
2023-10-12,1,C,41,0,0
2023-10-13,1,C,46,0,0
2023-10-14,1,C,67,0,0
2023-10-15,1,C,60,0,0
2023-10-16,1,C,78,1,0
2023-10-17,1,C,49,0,0
2023-10-18,1,C,47,0,0
2023-10-19,1,C,49,0,0
2023-10-20,1,C,71,1,0
2023-10-21,1,C,57,0,0
2023-10-22,1,C,89,1,0
2023-10-23,1,C,52,0,0
2023-10-24,1,C,52,0,0
2023-10-25,1,C,50,0,0
2023-10-26,1,C,46,0,0
2023-10-27,1,C,51,0,0
2023-10-28,1,C,92,1,0
2023-10-29,1,C,64,0,0
2023-10-30,1,C,47,0,0
2023-10-31,1,C,53,0,0
2023-11-01,1,C,57,0,0
2023-11-02,1,C,43,0,0
2023-11-03,1,C,73,1,0
2023-11-04,1,C,76,0,0
2023-11-05,1,C,62,0,0
2023-11-06,1,C,47,0,0
2023-11-07,1,C,55,0,0
2023-11-08,1,C,74,1,0
2023-11-09,1,C,75,1,0
2023-11-10,1,C,58,0,0
2023-11-11,1,C,68,0,0
2023-11-12,1,C,95,1,0
2023-11-13,1,C,55,0,0
2023-11-14,1,C,48,0,0
2023-11-15,1,C,47,0,0
2023-11-16,1,C,54,0,0
2023-11-17,1,C,50,0,0
2023-11-18,1,C,69,0,0
2023-11-19,1,C,75,0,0
2023-11-20,1,C,42,0,0
2023-11-21,1,C,48,0,0
2023-11-22,1,C,49,0,0
2023-11-23,1,C,43,0,0
2023-11-24,1,C,49,0,0
2023-11-25,1,C,65,0,0
2023-11-26,1,C,53,0,0
2023-11-27,1,C,55,0,0
2023-11-28,1,C,47,0,0
2023-11-29,1,C,50,0,0
2023-11-30,1,C,80,1,0
2023-12-01,1,C,45,0,0
2023-12-02,1,C,65,0,0
2023-12-03,1,C,91,1,0
2023-12-04,1,C,50,0,0
2023-12-05,1,C,49,0,0
2023-12-06,1,C,53,0,0
2023-12-07,1,C,49,0,0
2023-12-08,1,C,43,0,0
2023-12-09,1,C,90,1,0
2023-12-10,1,C,57,0,0
2023-12-11,1,C,50,0,0
2023-12-12,1,C,50,0,0
2023-12-13,1,C,49,0,0
2023-12-14,1,C,51,0,0
2023-12-15,1,C,53,0,0
2023-12-16,1,C,62,0,0
2023-12-17,1,C,93,1,0
2023-12-18,1,C,52,0,0
2023-12-19,1,C,53,0,0
2023-12-20,1,C,47,0,0
2023-12-21,1,C,51,0,0
2023-12-22,1,C,48,0,0
2023-12-23,1,C,60,0,0
2023-12-24,1,C,70,0,0
2023-12-25,1,C,109,0,1
2023-12-26,1,C,48,0,0
2023-12-27,1,C,78,1,0
2023-12-28,1,C,51,0,0
2023-12-29,1,C,41,0,0
2023-12-30,1,C,71,0,0
2023-12-31,1,C,67,0,0
2023-01-01,1,D,70,0,1
2023-01-02,1,D,23,0,0
2023-01-03,1,D,30,1,0
2023-01-04,1,D,25,0,0
2023-01-05,1,D,29,0,0
2023-01-06,1,D,27,0,0
2023-01-07,1,D,27,0,0
2023-01-08,1,D,44,0,0
2023-01-09,1,D,34,1,0
2023-01-10,1,D,42,1,0
2023-01-11,1,D,22,0,0
2023-01-12,1,D,29,0,0
2023-01-13,1,D,35,1,0
2023-01-14,1,D,30,0,0
2023-01-15,1,D,36,0,0
2023-01-16,1,D,33,0,0
2023-01-17,1,D,23,0,0
2023-01-18,1,D,22,0,0
2023-01-19,1,D,20,0,0
2023-01-20,1,D,31,1,0
2023-01-21,1,D,43,1,0
2023-01-22,1,D,28,0,0
2023-01-23,1,D,28,0,0
2023-01-24,1,D,26,0,0
2023-01-25,1,D,27,0,0
2023-01-26,1,D,27,0,0
2023-01-27,1,D,30,0,0
2023-01-28,1,D,43,1,0
2023-01-29,1,D,32,0,0
2023-01-30,1,D,16,0,0
2023-01-31,1,D,16,0,0
2023-02-01,1,D,24,0,0
2023-02-02,1,D,35,1,0
2023-02-03,1,D,24,0,0
2023-02-04,1,D,34,0,0
2023-02-05,1,D,39,0,0
2023-02-06,1,D,24,0,0
2023-02-07,1,D,23,0,0
2023-02-08,1,D,20,0,0
2023-02-09,1,D,28,0,0
2023-02-10,1,D,33,1,0
2023-02-11,1,D,30,0,0
2023-02-12,1,D,35,0,0
2023-02-13,1,D,24,0,0
2023-02-14,1,D,24,0,0
2023-02-15,1,D,20,0,0
2023-02-16,1,D,38,1,0
2023-02-17,1,D,35,0,0
2023-02-18,1,D,25,0,0
2023-02-19,1,D,26,0,0
2023-02-20,1,D,28,0,0
2023-02-21,1,D,38,1,0
2023-02-22,1,D,31,0,0
2023-02-23,1,D,21,0,0
2023-02-24,1,D,29,0,0
2023-02-25,1,D,33,0,0
2023-02-26,1,D,27,0,0
2023-02-27,1,D,21,0,0
2023-02-28,1,D,24,0,0
2023-03-01,1,D,20,0,0
2023-03-02,1,D,30,0,0
2023-03-03,1,D,28,0,0
2023-03-04,1,D,29,0,0
2023-03-05,1,D,31,0,0
2023-03-06,1,D,42,1,0
2023-03-07,1,D,24,0,0
2023-03-08,1,D,34,0,0
2023-03-09,1,D,27,0,0
2023-03-10,1,D,20,0,0
2023-03-11,1,D,43,1,0
2023-03-12,1,D,37,0,0
2023-03-13,1,D,22,0,0
2023-03-14,1,D,25,0,0
2023-03-15,1,D,23,1,0
2023-03-16,1,D,25,0,0
2023-03-17,1,D,17,0,0
2023-03-18,1,D,25,0,0
2023-03-19,1,D,38,0,0
2023-03-20,1,D,35,1,0
2023-03-21,1,D,23,0,0
2023-03-22,1,D,48,1,0
2023-03-23,1,D,29,0,0
2023-03-24,1,D,33,0,0
2023-03-25,1,D,39,0,0
2023-03-26,1,D,36,0,0
2023-03-27,1,D,32,0,0
2023-03-28,1,D,21,0,0
2023-03-29,1,D,33,1,0
2023-03-30,1,D,18,0,0
2023-03-31,1,D,16,0,0
2023-04-01,1,D,49,1,0
2023-04-02,1,D,25,0,0
2023-04-03,1,D,19,0,0
2023-04-04,1,D,24,0,0
2023-04-05,1,D,12,0,0
2023-04-06,1,D,24,0,0
2023-04-07,1,D,25,0,0
2023-04-08,1,D,59,1,0
2023-04-09,1,D,33,0,0
2023-04-10,1,D,25,0,0
2023-04-11,1,D,45,1,0
2023-04-12,1,D,24,0,0
2023-04-13,1,D,26,0,0
2023-04-14,1,D,30,0,0
2023-04-15,1,D,29,0,0
2023-04-16,1,D,37,0,0
2023-04-17,1,D,31,1,0
2023-04-18,1,D,41,1,0
2023-04-19,1,D,28,0,0
2023-04-20,1,D,23,0,0
2023-04-21,1,D,24,0,0
2023-04-22,1,D,41,0,0
2023-04-23,1,D,32,0,0
2023-04-24,1,D,28,0,0
2023-04-25,1,D,25,0,0
2023-04-26,1,D,22,0,0
2023-04-27,1,D,22,0,0
2023-04-28,1,D,27,0,0
2023-04-29,1,D,40,0,0
2023-04-30,1,D,43,1,0
2023-05-01,1,D,33,0,0
2023-05-02,1,D,28,0,0
2023-05-03,1,D,24,0,0
2023-05-04,1,D,27,0,0
2023-05-05,1,D,28,0,0
2023-05-06,1,D,27,0,0
2023-05-07,1,D,49,1,0
2023-05-08,1,D,25,0,0
2023-05-09,1,D,17,0,0
2023-05-10,1,D,29,0,0
2023-05-11,1,D,22,0,0
2023-05-12,1,D,22,0,0
2023-05-13,1,D,33,0,0
2023-05-14,1,D,35,0,0
2023-05-15,1,D,27,0,0
2023-05-16,1,D,38,1,0
2023-05-17,1,D,27,0,0
2023-05-18,1,D,22,0,0
2023-05-19,1,D,26,0,0
2023-05-20,1,D,53,1,0
2023-05-21,1,D,47,1,0
2023-05-22,1,D,38,1,0
2023-05-23,1,D,41,1,0
2023-05-24,1,D,25,0,0
2023-05-25,1,D,19,0,0
2023-05-26,1,D,32,0,0
2023-05-27,1,D,39,0,0
2023-05-28,1,D,33,0,0
2023-05-29,1,D,33,0,0
2023-05-30,1,D,29,0,0
2023-05-31,1,D,24,0,0
2023-06-01,1,D,22,0,0
2023-06-02,1,D,33,1,0
2023-06-03,1,D,33,0,0
2023-06-04,1,D,29,0,0
2023-06-05,1,D,22,0,0
2023-06-06,1,D,27,0,0
2023-06-07,1,D,19,0,0
2023-06-08,1,D,18,0,0
2023-06-09,1,D,39,1,0
2023-06-10,1,D,36,0,0
2023-06-11,1,D,36,0,0
2023-06-12,1,D,18,0,0
2023-06-13,1,D,22,0,0
2023-06-14,1,D,36,1,0
2023-06-15,1,D,18,0,0
2023-06-16,1,D,26,0,0
2023-06-17,1,D,35,0,0
2023-06-18,1,D,33,0,0
2023-06-19,1,D,31,1,0
2023-06-20,1,D,36,0,0
2023-06-21,1,D,22,0,0
2023-06-22,1,D,31,0,0
2023-06-23,1,D,46,1,0
2023-06-24,1,D,32,0,0
2023-06-25,1,D,36,0,0
2023-06-26,1,D,19,0,0
2023-06-27,1,D,24,0,0
2023-06-28,1,D,28,0,0
2023-06-29,1,D,26,0,0
2023-06-30,1,D,29,0,0
2023-07-01,1,D,49,1,0
2023-07-02,1,D,39,0,0
2023-07-03,1,D,21,0,0
2023-07-04,1,D,41,1,0
2023-07-05,1,D,23,0,0
2023-07-06,1,D,18,0,0
2023-07-07,1,D,29,0,0
2023-07-08,1,D,21,0,0
2023-07-09,1,D,48,1,0
2023-07-10,1,D,21,0,0
2023-07-11,1,D,32,0,0
2023-07-12,1,D,43,1,0
2023-07-13,1,D,21,0,0
2023-07-14,1,D,20,0,0
2023-07-15,1,D,49,1,0
2023-07-16,1,D,46,1,0
2023-07-17,1,D,47,1,0
2023-07-18,1,D,18,0,0
2023-07-19,1,D,35,0,0
2023-07-20,1,D,28,0,0
2023-07-21,1,D,29,0,0
2023-07-22,1,D,35,0,0
2023-07-23,1,D,26,0,0
2023-07-24,1,D,30,0,0
2023-07-25,1,D,26,0,0
2023-07-26,1,D,21,0,0
2023-07-27,1,D,32,0,0
2023-07-28,1,D,31,0,0
2023-07-29,1,D,57,1,0
2023-07-30,1,D,56,1,0
2023-07-31,1,D,24,0,0
2023-08-01,1,D,29,0,0
2023-08-02,1,D,32,0,0
2023-08-03,1,D,31,0,0
2023-08-04,1,D,28,1,0
2023-08-05,1,D,34,0,0
2023-08-06,1,D,31,0,0
2023-08-07,1,D,34,0,0
2023-08-08,1,D,40,1,0
2023-08-09,1,D,29,0,0
2023-08-10,1,D,27,0,0
2023-08-11,1,D,46,1,0
2023-08-12,1,D,44,0,0
2023-08-13,1,D,52,1,0
2023-08-14,1,D,28,0,0
2023-08-15,1,D,33,0,0
2023-08-16,1,D,21,0,0
2023-08-17,1,D,35,1,0
2023-08-18,1,D,23,0,0
2023-08-19,1,D,39,0,0
2023-08-20,1,D,35,0,0
2023-08-21,1,D,23,0,0
2023-08-22,1,D,33,0,0
2023-08-23,1,D,19,0,0
2023-08-24,1,D,23,0,0
2023-08-25,1,D,26,0,0
2023-08-26,1,D,44,0,0
2023-08-27,1,D,31,0,0
2023-08-28,1,D,29,0,0
2023-08-29,1,D,26,0,0
2023-08-30,1,D,21,0,0
2023-08-31,1,D,29,0,0
2023-09-01,1,D,25,0,0
2023-09-02,1,D,32,0,0
2023-09-03,1,D,28,0,0
2023-09-04,1,D,41,1,0
2023-09-05,1,D,34,0,0
2023-09-06,1,D,24,0,0
2023-09-07,1,D,21,0,0
2023-09-08,1,D,18,0,0
2023-09-09,1,D,26,0,0
2023-09-10,1,D,34,0,0
2023-09-11,1,D,27,0,0
2023-09-12,1,D,29,0,0
2023-09-13,1,D,26,0,0
2023-09-14,1,D,28,0,0
2023-09-15,1,D,34,0,0
2023-09-16,1,D,41,0,0
2023-09-17,1,D,41,0,0
2023-09-18,1,D,32,0,0
2023-09-19,1,D,30,0,0
2023-09-20,1,D,33,1,0
2023-09-21,1,D,40,1,0
2023-09-22,1,D,28,0,0
2023-09-23,1,D,31,0,0
2023-09-24,1,D,44,0,0
2023-09-25,1,D,25,0,0
2023-09-26,1,D,33,1,0
2023-09-27,1,D,25,0,0
2023-09-28,1,D,29,0,0
2023-09-29,1,D,37,1,0
2023-09-30,1,D,35,0,0
2023-10-01,1,D,45,1,0
2023-10-02,1,D,25,0,0
2023-10-03,1,D,27,0,0
2023-10-04,1,D,27,0,0
2023-10-05,1,D,31,0,0
2023-10-06,1,D,22,0,0
2023-10-07,1,D,37,0,0
2023-10-08,1,D,38,0,0
2023-10-09,1,D,24,0,0
2023-10-10,1,D,23,0,0
2023-10-11,1,D,36,0,0
2023-10-12,1,D,26,0,0
2023-10-13,1,D,29,0,0
2023-10-14,1,D,56,1,0
2023-10-15,1,D,47,1,0
2023-10-16,1,D,28,0,0
2023-10-17,1,D,28,0,0
2023-10-18,1,D,36,0,0
2023-10-19,1,D,28,0,0
2023-10-20,1,D,31,0,0
2023-10-21,1,D,40,0,0
2023-10-22,1,D,34,0,0
2023-10-23,1,D,38,0,0
2023-10-24,1,D,24,0,0
2023-10-25,1,D,19,0,0
2023-10-26,1,D,17,0,0
2023-10-27,1,D,39,1,0
2023-10-28,1,D,27,0,0
2023-10-29,1,D,32,0,0
2023-10-30,1,D,28,0,0
2023-10-31,1,D,43,1,0
2023-11-01,1,D,26,0,0
2023-11-02,1,D,24,0,0
2023-11-03,1,D,25,0,0
2023-11-04,1,D,39,0,0
2023-11-05,1,D,49,1,0
2023-11-06,1,D,38,1,0
2023-11-07,1,D,29,0,0
2023-11-08,1,D,28,0,0
2023-11-09,1,D,19,0,0
2023-11-10,1,D,33,0,0
2023-11-11,1,D,34,0,0
2023-11-12,1,D,30,0,0
2023-11-13,1,D,21,0,0
2023-11-14,1,D,47,1,0
2023-11-15,1,D,17,0,0
2023-11-16,1,D,30,0,0
2023-11-17,1,D,46,1,0
2023-11-18,1,D,53,1,0
2023-11-19,1,D,44,0,0
2023-11-20,1,D,23,0,0
2023-11-21,1,D,30,0,0
2023-11-22,1,D,28,0,0
2023-11-23,1,D,37,0,0
2023-11-24,1,D,26,0,0
2023-11-25,1,D,38,0,0
2023-11-26,1,D,37,0,0
2023-11-27,1,D,20,0,0
2023-11-28,1,D,27,0,0
2023-11-29,1,D,25,0,0
2023-11-30,1,D,28,0,0
2023-12-01,1,D,30,0,0
2023-12-02,1,D,43,0,0
2023-12-03,1,D,25,0,0
2023-12-04,1,D,28,0,0
2023-12-05,1,D,21,0,0
2023-12-06,1,D,45,1,0
2023-12-07,1,D,39,0,0
2023-12-08,1,D,26,0,0
2023-12-09,1,D,33,0,0
2023-12-10,1,D,34,0,0
2023-12-11,1,D,36,1,0
2023-12-12,1,D,15,0,0
2023-12-13,1,D,29,0,0
2023-12-14,1,D,28,0,0
2023-12-15,1,D,24,0,0
2023-12-16,1,D,31,0,0
2023-12-17,1,D,41,0,0
2023-12-18,1,D,34,0,0
2023-12-19,1,D,43,1,0
2023-12-20,1,D,32,1,0
2023-12-21,1,D,27,0,0
2023-12-22,1,D,30,0,0
2023-12-23,1,D,54,1,0
2023-12-24,1,D,36,0,0
2023-12-25,1,D,82,1,1
2023-12-26,1,D,41,1,0
2023-12-27,1,D,33,0,0
2023-12-28,1,D,44,1,0
2023-12-29,1,D,25,0,0
2023-12-30,1,D,35,0,0
2023-12-31,1,D,62,1,0
2023-01-01,2,A,115,0,1
2023-01-02,2,A,45,0,0
2023-01-03,2,A,41,0,0
2023-01-04,2,A,53,0,0
2023-01-05,2,A,49,0,0
2023-01-06,2,A,45,0,0
2023-01-07,2,A,88,1,0
2023-01-08,2,A,65,0,0
2023-01-09,2,A,37,0,0
2023-01-10,2,A,55,0,0
2023-01-11,2,A,52,0,0
2023-01-12,2,A,40,0,0
2023-01-13,2,A,49,0,0
2023-01-14,2,A,55,0,0
2023-01-15,2,A,54,0,0
2023-01-16,2,A,38,0,0
2023-01-17,2,A,40,0,0
2023-01-18,2,A,56,0,0
2023-01-19,2,A,77,1,0
2023-01-20,2,A,47,0,0
2023-01-21,2,A,56,0,0
2023-01-22,2,A,68,0,0
2023-01-23,2,A,51,0,0
2023-01-24,2,A,71,1,0
2023-01-25,2,A,48,0,0
2023-01-26,2,A,54,0,0
2023-01-27,2,A,37,0,0
2023-01-28,2,A,80,1,0
2023-01-29,2,A,68,0,0
2023-01-30,2,A,58,0,0
2023-01-31,2,A,47,0,0
2023-02-01,2,A,62,1,0
2023-02-02,2,A,51,0,0
2023-02-03,2,A,63,1,0
2023-02-04,2,A,64,0,0
2023-02-05,2,A,63,0,0
2023-02-06,2,A,73,1,0
2023-02-07,2,A,50,0,0
2023-02-08,2,A,46,0,0
2023-02-09,2,A,39,0,0
2023-02-10,2,A,51,0,0
2023-02-11,2,A,62,0,0
2023-02-12,2,A,61,0,0
2023-02-13,2,A,39,0,0
2023-02-14,2,A,43,0,0
2023-02-15,2,A,48,0,0
2023-02-16,2,A,83,1,0
2023-02-17,2,A,41,0,0
2023-02-18,2,A,59,0,0
2023-02-19,2,A,66,0,0
2023-02-20,2,A,42,0,0
2023-02-21,2,A,52,0,0
2023-02-22,2,A,38,0,0
2023-02-23,2,A,39,0,0
2023-02-24,2,A,54,0,0
2023-02-25,2,A,65,0,0
2023-02-26,2,A,69,0,0
2023-02-27,2,A,80,1,0
2023-02-28,2,A,54,0,0
2023-03-01,2,A,39,0,0
2023-03-02,2,A,46,0,0
2023-03-03,2,A,56,1,0
2023-03-04,2,A,61,0,0
2023-03-05,2,A,96,1,0
2023-03-06,2,A,76,1,0
2023-03-07,2,A,45,0,0
2023-03-08,2,A,68,1,0
2023-03-09,2,A,48,0,0
2023-03-10,2,A,72,1,0
2023-03-11,2,A,58,0,0
2023-03-12,2,A,86,1,0
2023-03-13,2,A,45,0,0
2023-03-14,2,A,51,0,0
2023-03-15,2,A,47,0,0
2023-03-16,2,A,37,0,0
2023-03-17,2,A,37,0,0
2023-03-18,2,A,95,1,0
2023-03-19,2,A,94,1,0
2023-03-20,2,A,50,0,0
2023-03-21,2,A,53,0,0
2023-03-22,2,A,49,0,0
2023-03-23,2,A,43,0,0
2023-03-24,2,A,48,0,0
2023-03-25,2,A,62,0,0
2023-03-26,2,A,66,0,0
2023-03-27,2,A,56,0,0
2023-03-28,2,A,67,1,0
2023-03-29,2,A,79,1,0
2023-03-30,2,A,71,1,0
2023-03-31,2,A,46,0,0
2023-04-01,2,A,70,0,0
2023-04-02,2,A,101,1,0
2023-04-03,2,A,46,0,0
2023-04-04,2,A,44,0,0
2023-04-05,2,A,52,0,0
2023-04-06,2,A,49,0,0
2023-04-07,2,A,46,0,0
2023-04-08,2,A,69,0,0
2023-04-09,2,A,62,0,0
2023-04-10,2,A,44,0,0
2023-04-11,2,A,75,1,0
2023-04-12,2,A,42,0,0
2023-04-13,2,A,46,0,0
2023-04-14,2,A,54,0,0
2023-04-15,2,A,64,0,0
2023-04-16,2,A,64,0,0
2023-04-17,2,A,70,1,0
2023-04-18,2,A,71,1,0
2023-04-19,2,A,43,0,0
2023-04-20,2,A,50,0,0
2023-04-21,2,A,43,0,0
2023-04-22,2,A,57,0,0
2023-04-23,2,A,62,0,0
2023-04-24,2,A,78,1,0
2023-04-25,2,A,43,0,0
2023-04-26,2,A,53,0,0
2023-04-27,2,A,52,0,0
2023-04-28,2,A,63,1,0
2023-04-29,2,A,64,0,0
2023-04-30,2,A,58,0,0
2023-05-01,2,A,73,1,0
2023-05-02,2,A,47,0,0
2023-05-03,2,A,58,0,0
2023-05-04,2,A,52,0,0
2023-05-05,2,A,47,0,0
2023-05-06,2,A,65,0,0
2023-05-07,2,A,68,0,0
2023-05-08,2,A,73,1,0
2023-05-09,2,A,82,1,0
2023-05-10,2,A,49,0,0
2023-05-11,2,A,75,1,0
2023-05-12,2,A,73,1,0
2023-05-13,2,A,60,0,0
2023-05-14,2,A,94,1,0
2023-05-15,2,A,49,0,0
2023-05-16,2,A,55,0,0
2023-05-17,2,A,81,1,0
2023-05-18,2,A,58,0,0
2023-05-19,2,A,46,0,0
2023-05-20,2,A,100,1,0
2023-05-21,2,A,102,1,0
2023-05-22,2,A,45,0,0
2023-05-23,2,A,50,0,0
2023-05-24,2,A,41,0,0
2023-05-25,2,A,53,0,0
2023-05-26,2,A,56,0,0
2023-05-27,2,A,58,0,0
2023-05-28,2,A,61,0,0
2023-05-29,2,A,46,0,0
2023-05-30,2,A,45,0,0
2023-05-31,2,A,75,1,0
2023-06-01,2,A,77,1,0
2023-06-02,2,A,53,0,0
2023-06-03,2,A,69,0,0
2023-06-04,2,A,74,0,0
2023-06-05,2,A,75,1,0
2023-06-06,2,A,48,0,0
2023-06-07,2,A,59,0,0
2023-06-08,2,A,50,0,0
2023-06-09,2,A,47,0,0
2023-06-10,2,A,72,0,0
2023-06-11,2,A,64,0,0
2023-06-12,2,A,53,0,0
2023-06-13,2,A,72,1,0
2023-06-14,2,A,78,1,0
2023-06-15,2,A,53,0,0
2023-06-16,2,A,57,0,0
2023-06-17,2,A,96,1,0
2023-06-18,2,A,66,0,0
2023-06-19,2,A,52,0,0
2023-06-20,2,A,50,0,0
2023-06-21,2,A,47,0,0
2023-06-22,2,A,55,0,0
2023-06-23,2,A,76,1,0
2023-06-24,2,A,91,1,0
2023-06-25,2,A,60,0,0
2023-06-26,2,A,49,0,0
2023-06-27,2,A,48,0,0
2023-06-28,2,A,44,0,0
2023-06-29,2,A,45,0,0
2023-06-30,2,A,59,0,0
2023-07-01,2,A,71,0,0
2023-07-02,2,A,72,0,0
