date,store_id,item_id,sales,promotion,holiday,lag_1,lag_7,rolling_mean_7,day_of_week,month
2023-04-05,1,C,41,0,0,52.0,43.0,36.0,2,4
2023-04-05,3,D,29,0,0,41.0,40.0,34.42857142857143,2,4
2023-04-05,3,B,38,0,0,29.0,43.0,33.714285714285715,2,4
2023-04-05,1,D,12,0,0,38.0,22.0,32.285714285714285,2,4
2023-04-05,1,B,49,0,0,12.0,23.0,36.0,2,4
2023-04-05,2,C,47,1,0,49.0,31.0,38.285714285714285,2,4
2023-04-05,1,A,31,0,0,47.0,52.0,35.285714285714285,2,4
2023-04-05,3,A,29,0,0,31.0,41.0,33.57142857142857,2,4
2023-04-06,1,B,49,0,0,29.0,29.0,36.42857142857143,3,4
2023-04-06,2,C,35,0,0,49.0,38.0,36.0,3,4
2023-04-06,1,A,36,0,0,35.0,12.0,39.42857142857143,3,4
2023-04-06,1,C,45,0,0,36.0,49.0,38.857142857142854,3,4
2023-04-06,2,B,35,0,0,45.0,47.0,37.142857142857146,3,4
2023-04-06,2,D,25,0,0,35.0,31.0,36.285714285714285,3,4
2023-04-06,3,D,37,0,0,25.0,29.0,37.42857142857143,3,4
2023-04-06,3,B,35,0,0,37.0,49.0,35.42857142857143,3,4
2023-04-06,3,C,39,0,0,35.0,35.0,36.0,3,4
2023-04-06,1,D,24,0,0,39.0,36.0,34.285714285714285,3,4
2023-04-06,3,A,35,0,0,24.0,45.0,32.857142857142854,3,4
2023-04-06,2,A,49,0,0,35.0,35.0,34.857142857142854,3,4
2023-04-07,3,B,33,0,0,49.0,25.0,36.0,4,4
2023-04-07,1,B,52,0,0,33.0,37.0,38.142857142857146,4,4
2023-04-07,1,A,40,1,0,52.0,35.0,38.857142857142854,4,4
2023-04-07,2,B,35,0,0,40.0,39.0,38.285714285714285,4,4
2023-04-07,3,C,52,1,0,35.0,24.0,42.285714285714285,4,4
2023-04-07,2,D,20,0,0,52.0,35.0,40.142857142857146,4,4
2023-04-07,2,C,57,1,0,20.0,49.0,41.285714285714285,4,4
2023-04-07,3,D,40,0,0,57.0,33.0,42.285714285714285,4,4
2023-04-07,3,A,30,0,0,40.0,52.0,39.142857142857146,4,4
2023-04-07,1,D,25,0,0,30.0,40.0,37.0,4,4
2023-04-07,2,A,46,0,0,25.0,35.0,38.57142857142857,4,4
2023-04-07,1,C,44,0,0,46.0,52.0,37.42857142857143,4,4
2023-04-08,3,C,42,0,0,44.0,20.0,40.57142857142857,5,4
2023-04-08,1,B,63,0,0,42.0,57.0,41.42857142857143,5,4
2023-04-08,3,D,43,0,0,63.0,40.0,41.857142857142854,5,4
2023-04-08,3,B,49,0,0,43.0,30.0,44.57142857142857,5,4
2023-04-08,1,A,25,0,0,49.0,25.0,44.57142857142857,5,4
2023-04-08,1,C,60,0,0,25.0,46.0,46.57142857142857,5,4
2023-04-08,2,C,50,0,0,60.0,44.0,47.42857142857143,5,4
2023-04-08,2,B,45,0,0,50.0,42.0,47.857142857142854,5,4
2023-04-08,1,D,59,1,0,45.0,63.0,47.285714285714285,5,4
2023-04-08,2,D,34,0,0,59.0,43.0,46.0,5,4
2023-04-08,3,A,46,0,0,34.0,49.0,45.57142857142857,5,4
2023-04-08,2,A,69,0,0,46.0,25.0,51.857142857142854,5,4
2023-04-09,3,A,36,0,0,69.0,60.0,48.42857142857143,6,4
2023-04-09,2,A,62,0,0,36.0,50.0,50.142857142857146,6,4
2023-04-09,1,C,64,0,0,62.0,45.0,52.857142857142854,6,4
2023-04-09,3,D,64,1,0,64.0,59.0,53.57142857142857,6,4
2023-04-09,1,A,46,1,0,64.0,34.0,55.285714285714285,6,4
2023-04-09,2,D,25,0,0,46.0,46.0,52.285714285714285,6,4
2023-04-09,1,D,33,0,0,25.0,69.0,47.142857142857146,6,4
2023-04-09,3,B,42,0,0,33.0,36.0,48.0,6,4
2023-04-09,2,C,40,0,0,42.0,62.0,44.857142857142854,6,4
2023-04-09,2,B,72,1,0,40.0,64.0,46.0,6,4
2023-04-09,1,B,99,1,0,72.0,64.0,51.0,6,4
2023-04-09,3,C,45,0,0,99.0,46.0,50.857142857142854,6,4
2023-04-10,1,C,41,0,0,45.0,25.0,53.142857142857146,0,4
2023-04-10,2,A,44,0,0,41.0,33.0,54.714285714285715,0,4
2023-04-10,2,C,32,0,0,44.0,42.0,53.285714285714285,0,4
2023-04-10,3,B,55,1,0,32.0,40.0,55.42857142857143,0,4
2023-04-10,2,B,36,0,0,55.0,72.0,50.285714285714285,0,4
2023-04-10,1,A,27,0,0,36.0,99.0,40.0,0,4
2023-04-10,3,D,34,0,0,27.0,45.0,38.42857142857143,0,4
2023-04-10,1,B,45,0,0,34.0,41.0,39.0,0,4
2023-04-10,2,D,25,0,0,45.0,44.0,36.285714285714285,0,4
2023-04-10,3,C,34,0,0,25.0,32.0,36.57142857142857,0,4
2023-04-10,1,D,25,0,0,34.0,55.0,32.285714285714285,0,4
2023-04-10,3,A,32,0,0,25.0,36.0,31.714285714285715,0,4
2023-04-11,2,D,29,0,0,32.0,27.0,32.0,1,4
2023-04-11,3,C,58,1,0,29.0,34.0,35.42857142857143,1,4
2023-04-11,2,A,75,1,0,58.0,45.0,39.714285714285715,1,4
2023-04-11,1,C,45,0,0,75.0,25.0,42.57142857142857,1,4
2023-04-11,2,B,40,0,0,45.0,34.0,43.42857142857143,1,4
2023-04-11,1,A,22,0,0,40.0,25.0,43.0,1,4
2023-04-11,1,B,55,0,0,22.0,32.0,46.285714285714285,1,4
2023-04-11,3,B,44,1,0,55.0,29.0,48.42857142857143,1,4
2023-04-11,3,A,25,0,0,44.0,58.0,43.714285714285715,1,4
2023-04-11,1,D,45,1,0,25.0,75.0,39.42857142857143,1,4
2023-04-11,2,C,45,0,0,45.0,45.0,39.42857142857143,1,4
2023-04-11,3,D,43,0,0,45.0,40.0,39.857142857142854,1,4
2023-04-12,2,A,42,0,0,43.0,22.0,42.714285714285715,2,4
2023-04-12,2,D,26,0,0,42.0,55.0,38.57142857142857,2,4
2023-04-12,1,D,24,0,0,26.0,44.0,35.714285714285715,2,4
2023-04-12,2,C,30,0,0,24.0,25.0,36.42857142857143,2,4
2023-04-12,2,B,62,1,0,30.0,45.0,38.857142857142854,2,4
2023-04-12,1,B,46,0,0,62.0,45.0,39.0,2,4
2023-04-12,3,B,43,0,0,46.0,43.0,39.0,2,4
2023-04-12,3,C,60,1,0,43.0,42.0,41.57142857142857,2,4
2023-04-12,1,A,32,0,0,60.0,26.0,42.42857142857143,2,4
2023-04-12,3,D,38,0,0,32.0,24.0,44.42857142857143,2,4
2023-04-12,3,A,44,1,0,38.0,30.0,46.42857142857143,2,4
2023-04-12,1,C,62,1,0,44.0,62.0,46.42857142857143,2,4
2023-04-13,2,C,33,0,0,62.0,46.0,44.57142857142857,3,4
2023-04-13,3,D,47,1,0,33.0,43.0,45.142857142857146,3,4
2023-04-13,3,A,44,1,0,47.0,60.0,42.857142857142854,3,4
2023-04-13,2,D,20,0,0,44.0,32.0,41.142857142857146,3,4
2023-04-13,2,B,38,0,0,20.0,38.0,41.142857142857146,3,4
2023-04-13,2,A,46,0,0,38.0,44.0,41.42857142857143,3,4
2023-04-13,1,B,55,0,0,46.0,62.0,40.42857142857143,3,4
2023-04-13,3,C,37,0,0,55.0,33.0,41.0,3,4
2023-04-13,1,D,26,0,0,37.0,47.0,38.0,3,4
2023-04-13,1,A,20,0,0,26.0,44.0,34.57142857142857,3,4
2023-04-13,3,B,31,0,0,20.0,20.0,36.142857142857146,3,4
2023-04-13,1,C,45,0,0,31.0,38.0,37.142857142857146,3,4
2023-04-14,3,D,45,0,0,45.0,46.0,37.0,4,4
2023-04-14,1,D,30,0,0,45.0,55.0,33.42857142857143,4,4
2023-04-14,1,A,31,0,0,30.0,37.0,32.57142857142857,4,4
2023-04-14,3,A,28,0,0,31.0,26.0,32.857142857142854,4,4
2023-04-14,1,C,60,1,0,28.0,20.0,38.57142857142857,4,4
2023-04-14,2,C,41,1,0,60.0,31.0,40.0,4,4
2023-04-14,3,B,28,0,0,41.0,45.0,37.57142857142857,4,4
2023-04-14,2,D,31,0,0,28.0,45.0,35.57142857142857,4,4
2023-04-14,1,B,46,0,0,31.0,30.0,37.857142857142854,4,4
2023-04-14,2,A,54,0,0,46.0,31.0,41.142857142857146,4,4
2023-04-14,2,B,27,0,0,54.0,28.0,41.0,4,4
2023-04-14,3,C,41,0,0,27.0,60.0,38.285714285714285,4,4
2023-04-15,1,A,58,1,0,41.0,41.0,40.714285714285715,5,4
2023-04-15,3,B,52,0,0,58.0,28.0,44.142857142857146,5,4
2023-04-15,3,D,44,0,0,52.0,31.0,46.0,5,4
2023-04-15,1,C,55,0,0,44.0,46.0,47.285714285714285,5,4
2023-04-15,3,C,72,1,0,55.0,54.0,49.857142857142854,5,4
2023-04-15,2,A,64,0,0,72.0,27.0,55.142857142857146,5,4
2023-04-15,2,D,47,1,0,64.0,41.0,56.0,5,4
2023-04-15,3,A,37,0,0,47.0,58.0,53.0,5,4
2023-04-15,1,D,29,0,0,37.0,52.0,49.714285714285715,5,4
2023-04-15,1,B,61,0,0,29.0,44.0,52.142857142857146,5,4
2023-04-15,2,C,57,0,0,61.0,55.0,52.42857142857143,5,4
2023-04-15,2,B,45,0,0,57.0,72.0,48.57142857142857,5,4
2023-04-16,2,D,31,0,0,45.0,64.0,43.857142857142854,6,4
2023-04-16,1,C,60,0,0,31.0,47.0,45.714285714285715,6,4
2023-04-16,2,C,42,0,0,60.0,37.0,46.42857142857143,6,4
2023-04-16,3,C,48,0,0,42.0,29.0,49.142857142857146,6,4
2023-04-16,1,B,58,0,0,48.0,61.0,48.714285714285715,6,4
2023-04-16,2,A,64,0,0,58.0,57.0,49.714285714285715,6,4
2023-04-16,3,B,53,0,0,64.0,45.0,50.857142857142854,6,4
2023-04-16,3,A,38,0,0,53.0,31.0,51.857142857142854,6,4
2023-04-16,3,D,72,1,0,38.0,60.0,53.57142857142857,6,4
2023-04-16,2,B,44,0,0,72.0,42.0,53.857142857142854,6,4
2023-04-16,1,D,37,0,0,44.0,48.0,52.285714285714285,6,4
2023-04-16,1,A,35,0,0,37.0,58.0,49.0,6,4
2023-04-17,2,B,41,0,0,35.0,64.0,45.714285714285715,0,4
2023-04-17,2,A,70,1,0,41.0,53.0,48.142857142857146,0,4
2023-04-17,3,C,53,1,0,70.0,38.0,50.285714285714285,0,4
2023-04-17,3,A,27,0,0,53.0,72.0,43.857142857142854,0,4
2023-04-17,3,B,36,0,0,27.0,44.0,42.714285714285715,0,4
2023-04-17,2,C,32,0,0,36.0,37.0,42.0,0,4
2023-04-17,3,D,58,1,0,32.0,35.0,45.285714285714285,0,4
2023-04-17,1,A,34,0,0,58.0,41.0,44.285714285714285,0,4
2023-04-17,2,D,27,0,0,34.0,70.0,38.142857142857146,0,4
2023-04-17,1,D,31,1,0,27.0,53.0,35.0,0,4
2023-04-17,1,C,60,1,0,31.0,27.0,39.714285714285715,0,4
2023-04-17,1,B,44,0,0,60.0,36.0,40.857142857142854,0,4
2023-04-18,3,C,37,0,0,44.0,32.0,41.57142857142857,1,4
2023-04-18,2,A,71,1,0,37.0,58.0,43.42857142857143,1,4
2023-04-18,1,A,47,1,0,71.0,34.0,45.285714285714285,1,4
2023-04-18,3,D,40,0,0,47.0,27.0,47.142857142857146,1,4
2023-04-18,1,D,41,1,0,40.0,31.0,48.57142857142857,1,4
2023-04-18,2,B,33,0,0,41.0,60.0,44.714285714285715,1,4
2023-04-18,3,B,51,1,0,33.0,44.0,45.714285714285715,1,4
2023-04-18,3,A,37,0,0,51.0,37.0,45.714285714285715,1,4
2023-04-18,1,B,48,0,0,37.0,71.0,42.42857142857143,1,4
2023-04-18,2,D,20,1,0,48.0,47.0,38.57142857142857,1,4
2023-04-18,1,C,49,0,0,20.0,40.0,39.857142857142854,1,4
2023-04-18,2,C,28,0,0,49.0,41.0,38.0,1,4
2023-04-19,3,D,34,0,0,28.0,33.0,38.142857142857146,2,4
2023-04-19,1,B,49,0,0,34.0,51.0,37.857142857142854,2,4
2023-04-19,3,A,25,0,0,49.0,37.0,36.142857142857146,2,4
2023-04-19,2,A,43,0,0,25.0,48.0,35.42857142857143,2,4
2023-04-19,3,C,36,0,0,43.0,20.0,37.714285714285715,2,4
2023-04-19,2,B,29,0,0,36.0,49.0,34.857142857142854,2,4
2023-04-19,1,A,41,0,0,29.0,28.0,36.714285714285715,2,4
2023-04-19,1,D,28,0,0,41.0,34.0,35.857142857142854,2,4
2023-04-19,3,B,33,0,0,28.0,49.0,33.57142857142857,2,4
2023-04-19,2,D,20,0,0,33.0,25.0,32.857142857142854,2,4
2023-04-19,2,C,36,0,0,20.0,43.0,31.857142857142858,2,4
2023-04-19,1,C,74,1,0,36.0,36.0,37.285714285714285,2,4
2023-04-20,2,D,34,1,0,74.0,29.0,38.0,3,4
2023-04-20,3,D,38,0,0,34.0,41.0,37.57142857142857,3,4
2023-04-20,1,C,49,0,0,38.0,28.0,40.57142857142857,3,4
2023-04-20,2,C,35,0,0,49.0,33.0,40.857142857142854,3,4
2023-04-20,1,B,53,0,0,35.0,20.0,45.57142857142857,3,4
2023-04-20,3,C,36,0,0,53.0,36.0,45.57142857142857,3,4
2023-04-20,2,A,50,0,0,36.0,74.0,42.142857142857146,3,4
2023-04-20,1,D,23,0,0,50.0,34.0,40.57142857142857,3,4
2023-04-20,2,B,31,0,0,23.0,38.0,39.57142857142857,3,4
2023-04-20,3,A,31,0,0,31.0,49.0,37.0,3,4
2023-04-20,3,B,36,0,0,31.0,35.0,37.142857142857146,3,4
2023-04-20,1,A,27,0,0,36.0,53.0,33.42857142857143,3,4
2023-04-21,2,A,43,0,0,27.0,36.0,34.42857142857143,4,4
2023-04-21,2,B,27,0,0,43.0,50.0,31.142857142857142,4,4
2023-04-21,3,A,32,0,0,27.0,23.0,32.42857142857143,4,4
2023-04-21,3,B,34,0,0,32.0,31.0,32.857142857142854,4,4
2023-04-21,2,D,30,0,0,34.0,31.0,32.714285714285715,4,4
2023-04-21,1,D,24,0,0,30.0,36.0,31.0,4,4
2023-04-21,2,C,44,0,0,24.0,27.0,33.42857142857143,4,4
2023-04-21,3,D,38,0,0,44.0,43.0,32.714285714285715,4,4
2023-04-21,1,A,27,0,0,38.0,27.0,32.714285714285715,4,4
2023-04-21,1,C,50,0,0,27.0,32.0,35.285714285714285,4,4
2023-04-21,1,B,72,1,0,50.0,34.0,40.714285714285715,4,4
2023-04-21,3,C,40,0,0,72.0,30.0,42.142857142857146,4,4
2023-04-22,3,D,71,1,0,40.0,24.0,48.857142857142854,5,4
2023-04-22,3,B,67,1,0,71.0,44.0,52.142857142857146,5,4
2023-04-22,2,B,29,0,0,67.0,38.0,50.857142857142854,5,4
2023-04-22,3,A,58,1,0,29.0,27.0,55.285714285714285,5,4
2023-04-22,2,A,57,0,0,58.0,50.0,56.285714285714285,5,4
2023-04-22,1,C,87,1,0,57.0,72.0,58.42857142857143,5,4
2023-04-22,3,C,40,0,0,87.0,40.0,58.42857142857143,5,4
2023-04-22,1,B,57,0,0,40.0,71.0,56.42857142857143,5,4
2023-04-22,2,D,24,0,0,57.0,67.0,50.285714285714285,5,4
2023-04-22,1,A,36,0,0,24.0,29.0,51.285714285714285,5,4
2023-04-22,2,C,79,1,0,36.0,58.0,54.285714285714285,5,4
2023-04-22,1,D,41,0,0,79.0,57.0,52.0,5,4
2023-04-23,2,A,62,0,0,41.0,87.0,48.42857142857143,6,4
2023-04-23,1,B,97,1,0,62.0,40.0,56.57142857142857,6,4
2023-04-23,2,B,54,0,0,97.0,57.0,56.142857142857146,6,4
2023-04-23,1,C,90,1,0,54.0,24.0,65.57142857142857,6,4
2023-04-23,1,A,56,1,0,90.0,36.0,68.42857142857143,6,4
2023-04-23,2,C,58,0,0,56.0,79.0,65.42857142857143,6,4
2023-04-23,3,C,75,1,0,58.0,41.0,70.28571428571429,6,4
2023-04-23,3,D,80,1,0,75.0,62.0,72.85714285714286,6,4
2023-04-23,2,D,33,0,0,80.0,97.0,63.714285714285715,6,4
2023-04-23,3,B,63,1,0,33.0,54.0,65.0,6,4
2023-04-23,1,D,32,0,0,63.0,90.0,56.714285714285715,6,4
2023-04-23,3,A,41,0,0,32.0,56.0,54.57142857142857,6,4
2023-04-24,3,A,38,0,0,41.0,58.0,51.714285714285715,0,4
2023-04-24,2,A,78,1,0,38.0,75.0,52.142857142857146,0,4
2023-04-24,1,A,17,0,0,78.0,80.0,43.142857142857146,0,4
2023-04-24,1,B,49,0,0,17.0,33.0,45.42857142857143,0,4
2023-04-24,2,D,20,0,0,49.0,63.0,39.285714285714285,0,4
2023-04-24,1,D,28,0,0,20.0,32.0,38.714285714285715,0,4
2023-04-24,2,C,40,0,0,28.0,41.0,38.57142857142857,0,4
2023-04-24,3,C,39,0,0,40.0,38.0,38.714285714285715,0,4
2023-04-24,3,D,33,0,0,39.0,78.0,32.285714285714285,0,4
2023-04-24,2,B,51,1,0,33.0,17.0,37.142857142857146,0,4
2023-04-24,1,C,50,0,0,51.0,49.0,37.285714285714285,0,4
2023-04-24,3,B,29,0,0,50.0,20.0,38.57142857142857,0,4
2023-04-25,3,D,31,0,0,29.0,28.0,39.0,1,4
2023-04-25,3,A,38,0,0,31.0,40.0,38.714285714285715,1,4
2023-04-25,2,D,22,0,0,38.0,39.0,36.285714285714285,1,4
2023-04-25,2,B,28,0,0,22.0,33.0,35.57142857142857,1,4
2023-04-25,1,B,51,0,0,28.0,51.0,35.57142857142857,1,4
2023-04-25,3,C,26,0,0,51.0,50.0,32.142857142857146,1,4
2023-04-25,3,B,35,0,0,26.0,29.0,33.0,1,4
2023-04-25,1,D,25,0,0,35.0,31.0,32.142857142857146,1,4
2023-04-25,1,C,68,1,0,25.0,38.0,36.42857142857143,1,4
2023-04-25,2,C,31,0,0,68.0,22.0,37.714285714285715,1,4
2023-04-25,2,A,43,0,0,31.0,28.0,39.857142857142854,1,4
2023-04-25,1,A,40,1,0,43.0,51.0,38.285714285714285,1,4
2023-04-26,1,A,25,0,0,40.0,26.0,38.142857142857146,2,4
2023-04-26,3,A,31,0,0,25.0,35.0,37.57142857142857,2,4
2023-04-26,2,C,37,0,0,31.0,25.0,39.285714285714285,2,4
2023-04-26,1,C,27,0,0,37.0,68.0,33.42857142857143,2,4
2023-04-26,1,B,45,0,0,27.0,31.0,35.42857142857143,2,4
2023-04-26,3,D,38,0,0,45.0,43.0,34.714285714285715,2,4
2023-04-26,3,C,35,0,0,38.0,40.0,34.0,2,4
2023-04-26,2,A,53,0,0,35.0,25.0,38.0,2,4
2023-04-26,1,D,22,0,0,53.0,31.0,36.714285714285715,2,4
2023-04-26,2,D,32,1,0,22.0,37.0,36.0,2,4
2023-04-26,2,B,42,0,0,32.0,27.0,38.142857142857146,2,4
2023-04-26,3,B,53,1,0,42.0,45.0,39.285714285714285,2,4
2023-04-27,2,A,52,0,0,53.0,38.0,41.285714285714285,3,4
2023-04-27,3,A,32,0,0,52.0,35.0,40.857142857142854,3,4
2023-04-27,2,D,21,0,0,32.0,53.0,36.285714285714285,3,4
2023-04-27,3,B,49,1,0,21.0,22.0,40.142857142857146,3,4
2023-04-27,3,C,47,1,0,49.0,32.0,42.285714285714285,3,4
2023-04-27,3,D,39,0,0,47.0,42.0,41.857142857142854,3,4
2023-04-27,2,B,60,1,0,39.0,53.0,42.857142857142854,3,4
2023-04-27,1,A,16,0,0,60.0,52.0,37.714285714285715,3,4
2023-04-27,1,D,22,0,0,16.0,32.0,36.285714285714285,3,4
2023-04-27,1,B,46,0,0,22.0,21.0,39.857142857142854,3,4
2023-04-27,2,C,32,0,0,46.0,49.0,37.42857142857143,3,4
2023-04-27,1,C,50,0,0,32.0,47.0,37.857142857142854,3,4
2023-04-28,1,C,47,0,0,50.0,39.0,39.0,4,4
2023-04-28,1,A,26,0,0,47.0,60.0,34.142857142857146,4,4
2023-04-28,1,D,27,0,0,26.0,16.0,35.714285714285715,4,4
2023-04-28,2,A,63,1,0,27.0,22.0,41.57142857142857,4,4
2023-04-28,3,A,38,0,0,63.0,46.0,40.42857142857143,4,4
2023-04-28,2,C,30,0,0,38.0,32.0,40.142857142857146,4,4
2023-04-28,3,C,35,0,0,30.0,50.0,38.0,4,4
2023-04-28,1,B,45,0,0,35.0,47.0,37.714285714285715,4,4
2023-04-28,2,B,34,0,0,45.0,26.0,38.857142857142854,4,4
2023-04-28,3,D,40,0,0,34.0,27.0,40.714285714285715,4,4
2023-04-28,3,B,32,0,0,40.0,63.0,36.285714285714285,4,4
2023-04-28,2,D,24,0,0,32.0,38.0,34.285714285714285,4,4
2023-04-29,2,C,57,0,0,24.0,30.0,38.142857142857146,5,4
2023-04-29,3,C,53,0,0,57.0,35.0,40.714285714285715,5,4
2023-04-29,2,D,31,0,0,53.0,45.0,38.714285714285715,5,4
2023-04-29,2,B,37,0,0,31.0,34.0,39.142857142857146,5,4
2023-04-29,1,A,57,1,0,37.0,40.0,41.57142857142857,5,4
2023-04-29,1,D,40,0,0,57.0,32.0,42.714285714285715,5,4
2023-04-29,2,A,64,0,0,40.0,24.0,48.42857142857143,5,4
2023-04-29,1,B,69,0,0,64.0,57.0,50.142857142857146,5,4
2023-04-29,3,A,43,0,0,69.0,53.0,48.714285714285715,5,4
2023-04-29,3,D,41,0,0,43.0,31.0,50.142857142857146,5,4
2023-04-29,1,C,56,0,0,41.0,37.0,52.857142857142854,5,4
2023-04-29,3,B,46,0,0,56.0,57.0,51.285714285714285,5,4
2023-04-30,1,D,43,1,0,46.0,40.0,51.714285714285715,6,4
2023-04-30,2,C,52,0,0,43.0,64.0,50.0,6,4
2023-04-30,2,A,58,0,0,52.0,69.0,48.42857142857143,6,4
2023-04-30,3,C,40,0,0,58.0,43.0,48.0,6,4
2023-04-30,1,B,102,1,0,40.0,41.0,56.714285714285715,6,4
2023-04-30,3,A,46,0,0,102.0,56.0,55.285714285714285,6,4
2023-04-30,1,A,30,0,0,46.0,46.0,53.0,6,4
2023-04-30,3,D,74,1,0,30.0,43.0,57.42857142857143,6,4
2023-04-30,2,B,42,0,0,74.0,52.0,56.0,6,4
2023-04-30,2,D,28,0,0,42.0,58.0,51.714285714285715,6,4
2023-04-30,3,B,41,0,0,28.0,40.0,51.857142857142854,6,4
2023-04-30,1,C,56,0,0,41.0,102.0,45.285714285714285,6,4
2023-05-01,2,D,26,1,0,56.0,46.0,42.42857142857143,0,5
2023-05-01,3,C,33,0,0,26.0,30.0,42.857142857142854,0,5
2023-05-01,1,D,33,0,0,33.0,74.0,37.0,0,5
2023-05-01,1,C,44,0,0,33.0,42.0,37.285714285714285,0,5
2023-05-01,3,D,27,0,0,44.0,28.0,37.142857142857146,0,5
2023-05-01,3,B,40,0,0,27.0,41.0,37.0,0,5
2023-05-01,2,A,73,1,0,40.0,56.0,39.42857142857143,0,5
2023-05-01,1,A,22,0,0,73.0,26.0,38.857142857142854,0,5
2023-05-01,3,A,25,0,0,22.0,33.0,37.714285714285715,0,5
2023-05-01,2,C,40,0,0,25.0,33.0,38.714285714285715,0,5
2023-05-01,1,B,46,0,0,40.0,44.0,39.0,0,5
2023-05-01,2,B,33,0,0,46.0,27.0,39.857142857142854,0,5
2023-05-02,2,B,34,0,0,33.0,40.0,39.0,1,5
2023-05-02,2,C,29,0,0,34.0,73.0,32.714285714285715,1,5
2023-05-02,3,C,31,0,0,29.0,22.0,34.0,1,5
2023-05-02,1,D,28,0,0,31.0,25.0,34.42857142857143,1,5
2023-05-02,3,B,37,0,0,28.0,40.0,34.0,1,5
2023-05-02,1,C,50,0,0,37.0,46.0,34.57142857142857,1,5
2023-05-02,3,D,34,0,0,50.0,33.0,34.714285714285715,1,5
2023-05-02,1,A,35,1,0,34.0,34.0,34.857142857142854,1,5
2023-05-02,3,A,43,1,0,35.0,29.0,36.857142857142854,1,5
2023-05-02,2,D,20,0,0,43.0,31.0,35.285714285714285,1,5
2023-05-02,1,B,46,0,0,20.0,28.0,37.857142857142854,1,5
2023-05-02,2,A,47,0,0,46.0,37.0,39.285714285714285,1,5
2023-05-03,3,B,31,0,0,47.0,50.0,36.57142857142857,2,5
2023-05-03,3,D,27,0,0,31.0,34.0,35.57142857142857,2,5
2023-05-03,3,C,34,0,0,27.0,35.0,35.42857142857143,2,5
2023-05-03,2,D,20,0,0,34.0,43.0,32.142857142857146,2,5
2023-05-03,1,B,52,0,0,20.0,20.0,36.714285714285715,2,5
2023-05-03,2,B,28,0,0,52.0,46.0,34.142857142857146,2,5
2023-05-03,1,D,24,0,0,28.0,47.0,30.857142857142858,2,5
2023-05-03,3,A,25,0,0,24.0,31.0,30.0,2,5
2023-05-03,1,A,30,0,0,25.0,27.0,30.428571428571427,2,5
2023-05-03,2,C,57,1,0,30.0,34.0,33.714285714285715,2,5
2023-05-03,1,C,48,0,0,57.0,20.0,37.714285714285715,2,5
2023-05-03,2,A,58,0,0,48.0,52.0,38.57142857142857,2,5
2023-05-04,1,D,27,0,0,58.0,28.0,38.42857142857143,3,5
2023-05-04,3,B,37,0,0,27.0,24.0,40.285714285714285,3,5
2023-05-04,3,A,39,0,0,37.0,25.0,42.285714285714285,3,5
2023-05-04,2,D,27,0,0,39.0,30.0,41.857142857142854,3,5
2023-05-04,2,B,39,0,0,27.0,57.0,39.285714285714285,3,5
2023-05-04,1,A,36,0,0,39.0,48.0,37.57142857142857,3,5
2023-05-04,3,D,50,1,0,36.0,58.0,36.42857142857143,3,5
2023-05-04,1,C,39,0,0,50.0,27.0,38.142857142857146,3,5
2023-05-04,2,C,35,0,0,39.0,37.0,37.857142857142854,3,5
2023-05-04,3,C,37,0,0,35.0,39.0,37.57142857142857,3,5
2023-05-04,1,B,56,0,0,37.0,27.0,41.714285714285715,3,5
2023-05-04,2,A,52,0,0,56.0,39.0,43.57142857142857,3,5
2023-05-05,1,A,31,0,0,52.0,36.0,42.857142857142854,4,5
2023-05-05,1,B,58,0,0,31.0,50.0,44.0,4,5
2023-05-05,3,B,30,0,0,58.0,39.0,42.714285714285715,4,5
2023-05-05,2,D,19,0,0,30.0,35.0,40.42857142857143,4,5
2023-05-05,3,D,43,0,0,19.0,37.0,41.285714285714285,4,5
2023-05-05,2,A,47,0,0,43.0,56.0,40.0,4,5
2023-05-05,3,C,26,0,0,47.0,52.0,36.285714285714285,4,5
2023-05-05,1,C,52,0,0,26.0,31.0,39.285714285714285,4,5
2023-05-05,2,C,38,0,0,52.0,58.0,36.42857142857143,4,5
2023-05-05,3,A,27,0,0,38.0,30.0,36.0,4,5
2023-05-05,1,D,28,0,0,27.0,19.0,37.285714285714285,4,5
2023-05-05,2,B,23,0,0,28.0,43.0,34.42857142857143,4,5
2023-05-06,2,D,28,0,0,23.0,47.0,31.714285714285715,5,5
2023-05-06,2,C,63,1,0,28.0,26.0,37.0,5,5
2023-05-06,2,A,65,0,0,63.0,52.0,38.857142857142854,5,5
2023-05-06,1,D,27,0,0,65.0,38.0,37.285714285714285,5,5
2023-05-06,3,A,62,1,0,27.0,27.0,42.285714285714285,5,5
2023-05-06,1,A,28,0,0,62.0,28.0,42.285714285714285,5,5
2023-05-06,3,B,49,0,0,28.0,23.0,46.0,5,5
2023-05-06,3,C,49,0,0,49.0,28.0,49.0,5,5
2023-05-06,3,D,42,0,0,49.0,63.0,46.0,5,5
2023-05-06,1,C,66,0,0,42.0,65.0,46.142857142857146,5,5
2023-05-06,1,B,92,1,0,66.0,27.0,55.42857142857143,5,5
2023-05-06,2,B,50,0,0,92.0,62.0,53.714285714285715,5,5
2023-05-07,3,B,41,0,0,50.0,28.0,55.57142857142857,6,5
2023-05-07,1,B,94,1,0,41.0,49.0,62.0,6,5
2023-05-07,2,C,51,0,0,94.0,49.0,62.285714285714285,6,5
